,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
431,0.0,Antigua and Barbuda2000,,"830,158,778",11021,G.I. Generation
432,19.45,Antigua and Barbuda2001,,"800,740,259",10468,Boomers
433,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
434,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Generation X
435,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Boomers
436,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
437,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Silent
438,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Silent
439,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
440,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Generation X
441,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
442,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Silent
443,0.0,Antigua and Barbuda2001,,"800,740,259",10468,Silent
444,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Millenials
445,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Generation X
446,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Boomers
447,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Millenials
448,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Silent
449,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Silent
450,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Millenials
451,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Generation X
452,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Boomers
453,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Millenials
454,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Silent
455,0.0,Antigua and Barbuda2002,,"814,615,333",10499,Silent
456,27.82,Antigua and Barbuda2003,,"855,643,111",10878,Silent
457,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Millenials
458,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Generation X
459,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Boomers
460,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Millenials
461,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Silent
462,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Silent
463,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Millenials
464,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Generation X
465,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Boomers
466,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Millenials
467,0.0,Antigua and Barbuda2003,,"855,643,111",10878,Silent
468,27.29,Antigua and Barbuda2004,,"919,577,148",11535,Silent
469,8.77,Antigua and Barbuda2004,,"919,577,148",11535,Boomers
470,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Millenials
471,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Generation X
472,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Boomers
473,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Millenials
474,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Silent
475,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Silent
476,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Millenials
477,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Generation X
478,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Millenials
479,0.0,Antigua and Barbuda2004,,"919,577,148",11535,Silent
480,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Millenials
481,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Generation X
482,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Boomers
483,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Millenials
484,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Silent
485,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Silent
486,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Millenials
487,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Generation X
488,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Boomers
489,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Millenials
490,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Silent
491,0.0,Antigua and Barbuda2005,,"1,022,191,296",12649,Silent
492,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Millenials
493,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Generation X
494,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Boomers
495,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Millenials
496,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Silent
497,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Silent
498,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Millenials
499,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Generation X
500,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Boomers
501,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Millenials
502,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Silent
503,0.0,Antigua and Barbuda2006,,"1,157,005,444",14114,Silent
504,7.98,Antigua and Barbuda2007,,"1,311,401,333",15775,Boomers
505,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Millenials
506,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Generation X
507,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Boomers
508,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Generation Z
509,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Silent
510,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Silent
511,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Millenials
512,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Generation X
513,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Generation Z
514,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Silent
515,0.0,Antigua and Barbuda2007,,"1,311,401,333",15775,Silent
516,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Millenials
517,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Generation X
518,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Boomers
519,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Generation Z
520,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
521,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
522,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Millenials
523,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Generation X
524,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Boomers
525,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Generation Z
526,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
527,0.0,Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
528,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Millenials
529,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Generation X
530,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Boomers
531,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Generation Z
532,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
533,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
534,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Millenials
535,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Generation X
536,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Boomers
537,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Generation Z
538,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
539,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
540,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Millenials
541,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Millenials
542,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Generation X
543,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Generation Z
544,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Boomers
545,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Silent
546,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Millenials
547,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Millenials
548,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Generation X
549,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Generation Z
550,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Boomers
551,0.0,Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Silent
552,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Millenials
553,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Millenials
554,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Generation X
555,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Generation Z
556,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Boomers
557,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Silent
558,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Millenials
559,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Millenials
560,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Generation X
561,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Generation Z
562,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Boomers
563,0.0,Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Silent
564,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Millenials
565,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Millenials
566,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Generation X
567,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Generation Z
568,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Boomers
569,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Silent
570,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Millenials
571,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Millenials
572,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Generation X
573,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Generation Z
574,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Boomers
575,0.0,Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Silent
576,15.62,Antigua and Barbuda2015,,"1,364,863,037",14853,Boomers
577,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Millenials
578,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Millenials
579,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Generation X
580,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Generation Z
581,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Silent
582,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Millenials
583,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Millenials
584,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Generation X
585,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Generation Z
586,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Boomers
587,0.0,Antigua and Barbuda2015,,"1,364,863,037",14853,Silent
588,55.65,Argentina1985,0.694,"88,416,668,900",3264,G.I. Generation
589,24.29,Argentina1985,0.694,"88,416,668,900",3264,G.I. Generation
590,12.37,Argentina1985,0.694,"88,416,668,900",3264,Silent
591,9.11,Argentina1985,0.694,"88,416,668,900",3264,G.I. Generation
592,7.92,Argentina1985,0.694,"88,416,668,900",3264,Boomers
593,7.64,Argentina1985,0.694,"88,416,668,900",3264,G.I. Generation
594,6.46,Argentina1985,0.694,"88,416,668,900",3264,Generation X
595,4.23,Argentina1985,0.694,"88,416,668,900",3264,Silent
596,2.97,Argentina1985,0.694,"88,416,668,900",3264,Boomers
597,2.93,Argentina1985,0.694,"88,416,668,900",3264,Generation X
598,0.53,Argentina1985,0.694,"88,416,668,900",3264,Generation X
599,0.37,Argentina1985,0.694,"88,416,668,900",3264,Generation X
600,63.01,Argentina1986,,"110,934,442,763",4072,G.I. Generation
601,26.39,Argentina1986,,"110,934,442,763",4072,G.I. Generation
602,14.2,Argentina1986,,"110,934,442,763",4072,Silent
603,9.3,Argentina1986,,"110,934,442,763",4072,Boomers
604,8.89,Argentina1986,,"110,934,442,763",4072,G.I. Generation
605,8.67,Argentina1986,,"110,934,442,763",4072,G.I. Generation
606,7.66,Argentina1986,,"110,934,442,763",4072,Generation X
607,5.57,Argentina1986,,"110,934,442,763",4072,Silent
608,4.37,Argentina1986,,"110,934,442,763",4072,Boomers
609,4.27,Argentina1986,,"110,934,442,763",4072,Generation X
610,0.33,Argentina1986,,"110,934,442,763",4072,Generation X
611,0.24,Argentina1986,,"110,934,442,763",4072,Generation X
612,54.08,Argentina1987,,"111,106,191,358",4026,G.I. Generation
613,26.15,Argentina1987,,"111,106,191,358",4026,G.I. Generation
614,14.14,Argentina1987,,"111,106,191,358",4026,Silent
615,10.42,Argentina1987,,"111,106,191,358",4026,G.I. Generation
616,9.54,Argentina1987,,"111,106,191,358",4026,G.I. Generation
617,8.44,Argentina1987,,"111,106,191,358",4026,Boomers
618,7.27,Argentina1987,,"111,106,191,358",4026,Generation X
619,6.11,Argentina1987,,"111,106,191,358",4026,Silent
620,4.0,Argentina1987,,"111,106,191,358",4026,Boomers
621,3.88,Argentina1987,,"111,106,191,358",4026,Generation X
622,0.48,Argentina1987,,"111,106,191,358",4026,Generation X
623,0.47,Argentina1987,,"111,106,191,358",4026,Generation X
624,55.1,Argentina1988,,"126,206,817,196",4458,G.I. Generation
625,26.46,Argentina1988,,"126,206,817,196",4458,G.I. Generation
626,13.62,Argentina1988,,"126,206,817,196",4458,Silent
627,10.13,Argentina1988,,"126,206,817,196",4458,G.I. Generation
628,9.66,Argentina1988,,"126,206,817,196",4458,G.I. Generation
629,9.45,Argentina1988,,"126,206,817,196",4458,Boomers
630,8.36,Argentina1988,,"126,206,817,196",4458,Generation X
631,5.64,Argentina1988,,"126,206,817,196",4458,Silent
632,4.11,Argentina1988,,"126,206,817,196",4458,Generation X
633,2.74,Argentina1988,,"126,206,817,196",4458,Boomers
634,0.62,Argentina1988,,"126,206,817,196",4458,Generation X
635,0.35,Argentina1988,,"126,206,817,196",4458,Generation X
636,52.0,Argentina1989,,"76,636,898,036",2670,G.I. Generation
637,26.03,Argentina1989,,"76,636,898,036",2670,G.I. Generation
638,12.97,Argentina1989,,"76,636,898,036",2670,Silent
639,10.45,Argentina1989,,"76,636,898,036",2670,G.I. Generation
640,9.58,Argentina1989,,"76,636,898,036",2670,Boomers
641,8.22,Argentina1989,,"76,636,898,036",2670,G.I. Generation
642,7.22,Argentina1989,,"76,636,898,036",2670,Generation X
643,4.66,Argentina1989,,"76,636,898,036",2670,Silent
644,3.71,Argentina1989,,"76,636,898,036",2670,Boomers
645,3.19,Argentina1989,,"76,636,898,036",2670,Generation X
646,0.55,Argentina1989,,"76,636,898,036",2670,Generation X
647,0.35,Argentina1989,,"76,636,898,036",2670,Generation X
648,54.97,Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation
649,23.59,Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation
650,12.13,Argentina1990,0.705,"141,352,368,715",4859,Silent
651,9.49,Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation
652,7.92,Argentina1990,0.705,"141,352,368,715",4859,Boomers
653,7.67,Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation
654,6.6,Argentina1990,0.705,"141,352,368,715",4859,Generation X
655,4.5,Argentina1990,0.705,"141,352,368,715",4859,Silent
656,3.54,Argentina1990,0.705,"141,352,368,715",4859,Generation X
657,3.38,Argentina1990,0.705,"141,352,368,715",4859,Boomers
658,0.67,Argentina1990,0.705,"141,352,368,715",4859,Generation X
659,0.44,Argentina1990,0.705,"141,352,368,715",4859,Generation X
660,46.46,Argentina1991,,"189,719,984,268",6404,G.I. Generation
661,21.08,Argentina1991,,"189,719,984,268",6404,Silent
662,11.12,Argentina1991,,"189,719,984,268",6404,Boomers
663,9.4,Argentina1991,,"189,719,984,268",6404,Boomers
664,7.6,Argentina1991,,"189,719,984,268",6404,G.I. Generation
665,6.74,Argentina1991,,"189,719,984,268",6404,Silent
666,6.54,Argentina1991,,"189,719,984,268",6404,Generation X
667,3.6,Argentina1991,,"189,719,984,268",6404,Boomers
668,3.33,Argentina1991,,"189,719,984,268",6404,Boomers
669,2.27,Argentina1991,,"189,719,984,268",6404,Generation X
670,0.83,Argentina1991,,"189,719,984,268",6404,Millenials
671,0.27,Argentina1991,,"189,719,984,268",6404,Millenials
672,47.91,Argentina1992,,"228,788,617,202",7615,G.I. Generation
673,23.25,Argentina1992,,"228,788,617,202",7615,Silent
674,13.49,Argentina1992,,"228,788,617,202",7615,Boomers
675,9.84,Argentina1992,,"228,788,617,202",7615,Boomers
676,8.79,Argentina1992,,"228,788,617,202",7615,Generation X
677,6.78,Argentina1992,,"228,788,617,202",7615,G.I. Generation
678,5.79,Argentina1992,,"228,788,617,202",7615,Silent
679,3.73,Argentina1992,,"228,788,617,202",7615,Boomers
680,3.39,Argentina1992,,"228,788,617,202",7615,Boomers
681,2.84,Argentina1992,,"228,788,617,202",7615,Generation X
682,0.65,Argentina1992,,"228,788,617,202",7615,Millenials
683,0.4,Argentina1992,,"228,788,617,202",7615,Millenials
684,55.37,Argentina1993,,"236,741,715,015",7768,G.I. Generation
685,23.95,Argentina1993,,"236,741,715,015",7768,Silent
686,13.48,Argentina1993,,"236,741,715,015",7768,Boomers
687,9.97,Argentina1993,,"236,741,715,015",7768,Boomers
688,8.3,Argentina1993,,"236,741,715,015",7768,G.I. Generation
689,8.01,Argentina1993,,"236,741,715,015",7768,Generation X
690,4.91,Argentina1993,,"236,741,715,015",7768,Silent
691,3.77,Argentina1993,,"236,741,715,015",7768,Boomers
692,3.24,Argentina1993,,"236,741,715,015",7768,Boomers
693,2.54,Argentina1993,,"236,741,715,015",7768,Generation X
694,0.74,Argentina1993,,"236,741,715,015",7768,Millenials
695,0.49,Argentina1993,,"236,741,715,015",7768,Millenials
696,45.38,Argentina1994,,"257,440,000,000",8328,G.I. Generation
697,23.22,Argentina1994,,"257,440,000,000",8328,Silent
698,14.13,Argentina1994,,"257,440,000,000",8328,Boomers
699,9.54,Argentina1994,,"257,440,000,000",8328,Boomers
700,8.26,Argentina1994,,"257,440,000,000",8328,Generation X
701,5.2,Argentina1994,,"257,440,000,000",8328,Silent
702,4.72,Argentina1994,,"257,440,000,000",8328,G.I. Generation
703,4.12,Argentina1994,,"257,440,000,000",8328,Boomers
704,3.3,Argentina1994,,"257,440,000,000",8328,Generation X
705,3.04,Argentina1994,,"257,440,000,000",8328,Boomers
706,0.8,Argentina1994,,"257,440,000,000",8328,Millenials
707,0.34,Argentina1994,,"257,440,000,000",8328,Millenials
708,43.8,Argentina1995,0.731,"258,031,750,000",8232,G.I. Generation
709,23.26,Argentina1995,0.731,"258,031,750,000",8232,Silent
710,12.8,Argentina1995,0.731,"258,031,750,000",8232,Boomers
711,9.06,Argentina1995,0.731,"258,031,750,000",8232,Generation X
712,8.9,Argentina1995,0.731,"258,031,750,000",8232,Generation X
713,6.6,Argentina1995,0.731,"258,031,750,000",8232,G.I. Generation
714,5.1,Argentina1995,0.731,"258,031,750,000",8232,Silent
715,3.52,Argentina1995,0.731,"258,031,750,000",8232,Boomers
716,3.31,Argentina1995,0.731,"258,031,750,000",8232,Generation X
717,2.59,Argentina1995,0.731,"258,031,750,000",8232,Generation X
718,0.58,Argentina1995,0.731,"258,031,750,000",8232,Millenials
719,0.45,Argentina1995,0.731,"258,031,750,000",8232,Millenials
720,42.4,Argentina1996,,"272,149,750,000",8563,G.I. Generation
721,20.75,Argentina1996,,"272,149,750,000",8563,Silent
722,13.62,Argentina1996,,"272,149,750,000",8563,Boomers
723,9.25,Argentina1996,,"272,149,750,000",8563,Generation X
724,8.79,Argentina1996,,"272,149,750,000",8563,Generation X
725,7.7,Argentina1996,,"272,149,750,000",8563,G.I. Generation
726,4.94,Argentina1996,,"272,149,750,000",8563,Silent
727,4.38,Argentina1996,,"272,149,750,000",8563,Boomers
728,3.36,Argentina1996,,"272,149,750,000",8563,Generation X
729,2.14,Argentina1996,,"272,149,750,000",8563,Generation X
730,0.42,Argentina1996,,"272,149,750,000",8563,Millenials
731,0.28,Argentina1996,,"272,149,750,000",8563,Millenials
732,39.78,Argentina1997,,"292,859,000,000",9057,G.I. Generation
733,20.29,Argentina1997,,"292,859,000,000",9057,Silent
734,12.73,Argentina1997,,"292,859,000,000",9057,Boomers
735,8.66,Argentina1997,,"292,859,000,000",9057,Generation X
736,8.13,Argentina1997,,"292,859,000,000",9057,Generation X
737,5.5,Argentina1997,,"292,859,000,000",9057,G.I. Generation
738,4.91,Argentina1997,,"292,859,000,000",9057,Silent
739,4.04,Argentina1997,,"292,859,000,000",9057,Boomers
740,3.57,Argentina1997,,"292,859,000,000",9057,Generation X
